model,year,target,transmission,mileage,fuelType,tax,mpg,engineSize
 Q3,2019,28192,Semi-Auto,3161,Petrol,145,38.2,1.5
 A1,2017,11175,Manual,37746,Petrol,30,55.4,1.4
 Q5,2016,17800,Automatic,60551,Diesel,200,47.1,2.0
 Q3,2017,18698,Manual,22195,Petrol,145,49.6,1.4
 Q5,2019,31998,Semi-Auto,21,Petrol,145,33.2,2.0
 A6,2016,20481,Semi-Auto,11540,Diesel,30,61.4,2.0
 A5,2019,25000,Semi-Auto,11674,Petrol,150,37.7,2.0
 A6,2019,33295,Semi-Auto,4196,Diesel,145,47.9,2.0
 Q2,2019,27870,Semi-Auto,5872,Petrol,145,33.2,2.0
 Q5,2016,16749,Automatic,85503,Diesel,200,47.1,2.0
 A1,2016,10395,Manual,53440,Diesel,0,80.7,1.6
 A3,2015,12995,Manual,49825,Diesel,0,74.3,1.6
 A4,2015,12490,Manual,38041,Diesel,30,64.2,2.0
 A1,2016,11533,Manual,16630,Petrol,30,55.4,1.4
 A1,2017,12313,Manual,27015,Petrol,145,55.4,1.4
 Q3,2015,17850,Automatic,25988,Diesel,160,50.4,2.0
 A4,2016,13998,Manual,19285,Petrol,125,53.3,1.4
 A3,2014,12640,Automatic,56508,Diesel,125,58.9,2.0
 Q3,2020,32444,Semi-Auto,4432,Petrol,145,31.4,2.0
 A3,2017,21495,Semi-Auto,16583,Petrol,145,48.7,2.0
 A4,2018,28995,Semi-Auto,23930,Petrol,145,38.7,3.0
 A5,2020,31246,Semi-Auto,3000,Petrol,145,40.4,2.0
 A4,2013,8500,Automatic,70774,Diesel,125,58.9,2.0
 A8,2019,39990,Automatic,6392,Diesel,145,50.4,3.0
 A4,2015,16350,Manual,65285,Diesel,20,67.3,2.0
 Q3,2019,29490,Automatic,3027,Diesel,145,47.1,2.0
 RS4,2013,23888,Automatic,68000,Petrol,555,26.4,4.2
 Q3,2020,33491,Semi-Auto,4444,Petrol,145,39.2,1.5
 A3,2016,14298,Manual,29203,Petrol,30,58.9,1.4
 A6,2016,19495,Manual,25718,Diesel,125,58.9,2.0
 A6,2014,15990,Semi-Auto,40678,Diesel,20,67.3,2.0
 Q5,2016,22000,Semi-Auto,28250,Diesel,205,47.1,2.0
 A4,2017,22995,Semi-Auto,19444,Diesel,125,57.6,2.0
 A6,2008,2490,Manual,323000,Diesel,200,44.1,2.0
 A1,2016,9895,Manual,75189,Diesel,0,80.7,1.6
 Q3,2017,17954,Semi-Auto,21178,Petrol,150,47.9,1.4
 A5,2015,19999,Automatic,18256,Petrol,260,33.2,3.0
 A4,2019,46490,Automatic,5000,Diesel,145,39.8,3.0
 A7,2017,25450,Semi-Auto,21134,Diesel,145,52.3,3.0
 Q3,2020,31990,Semi-Auto,2166,Diesel,145,47.1,2.0
 A6,2018,23500,Semi-Auto,12000,Petrol,150,47.9,1.8
 Q5,2018,33172,Semi-Auto,9427,Petrol,145,40.4,2.0
 A3,2019,21690,Semi-Auto,8852,Petrol,150,42.2,1.5
 A1,2017,13399,Manual,35769,Petrol,30,55.4,1.4
 A3,2017,13990,Manual,33139,Petrol,20,61.4,1.4
 Q7,2018,52990,Automatic,15887,Diesel,145,39.2,4.0
 A4,2016,11000,Semi-Auto,73722,Diesel,0,72.4,2.0
 A3,2016,7500,Manual,116310,Diesel,0,83.1,1.6
 A5,2018,20391,Semi-Auto,17929,Diesel,145,70.6,2.0
 Q2,2019,22698,Manual,9525,Petrol,145,40.9,1.5
 A3,2015,10500,Manual,46893,Diesel,20,68.9,2.0
 A5,2017,22495,Semi-Auto,27938,Diesel,125,60.1,3.0
 A3,2019,22990,Semi-Auto,2091,Diesel,145,50.4,2.0
 A6,2015,16998,Semi-Auto,38952,Diesel,125,57.6,2.0
 A3,2008,2995,Manual,136000,Diesel,205,48.7,2.0
 TT,2017,17799,Manual,12205,Diesel,30,62.8,2.0
 Q7,2016,26750,Semi-Auto,61089,Diesel,200,47.9,3.0
 A1,2015,11495,Manual,47162,Petrol,30,55.4,1.4
 A7,2019,35950,Automatic,978,Diesel,145,48.7,2.0
 A3,2017,12699,Manual,38770,Diesel,20,67.3,2.0
 A3,2014,13299,Manual,24003,Petrol,30,54.3,1.4
 Q5,2020,37990,Semi-Auto,6000,Diesel,150,38.2,2.0
 Q3,2019,28450,Automatic,3878,Diesel,145,47.1,2.0
 Q3,2019,31000,Manual,4500,Diesel,145,40.9,2.0
 S3,2015,19000,Semi-Auto,46965,Petrol,205,40.9,2.0
 Q2,2019,20990,Manual,600,Diesel,145,49.6,1.6
 A1,2015,8000,Manual,92760,Diesel,0,80.7,1.6
 A1,2018,13199,Automatic,27264,Petrol,145,64.2,1.0
 Q7,2019,45990,Automatic,8500,Diesel,145,33.2,3.0
 Q5,2017,26995,Semi-Auto,28604,Petrol,145,40.9,2.0
 Q2,2019,28690,Semi-Auto,1910,Petrol,145,42.2,1.5
 A4,2015,9500,Automatic,79813,Petrol,160,45.6,1.8
 TT,2015,16490,Manual,50500,Petrol,160,46.3,2.0
 Q2,2019,20000,Manual,4000,Diesel,145,47.9,1.6
 Q2,2017,21990,Semi-Auto,28943,Diesel,145,57.7,2.0
 Q5,2017,25995,Semi-Auto,29330,Diesel,145,56.5,2.0
 Q2,2020,27450,Semi-Auto,2500,Petrol,145,42.2,1.5
 A3,2017,16695,Manual,19701,Diesel,20,65.7,2.0
 A3,2015,14959,Automatic,32623,Petrol,30,58.9,1.4
 A3,2017,24495,Automatic,33056,Petrol,145,43.5,2.0
 A4,2019,28995,Semi-Auto,4708,Diesel,145,49.6,2.0
 A4,2010,9395,Manual,113000,Diesel,135,53.3,2.0
 A3,2016,10498,Manual,68294,Diesel,0,74.3,1.6
 RS6,2015,44944,Automatic,35000,Petrol,325,29.4,4.0
 A1,2015,9470,Manual,31478,Diesel,0,80.7,1.6
 Q5,2020,43900,Semi-Auto,500,Hybrid,135,117.7,2.0
 Q3,2019,28000,Manual,7500,Diesel,145,42.8,2.0
 A4,2016,18990,Semi-Auto,64049,Diesel,150,56.5,2.0
 Q5,2016,18450,Automatic,49450,Diesel,200,47.1,2.0
 Q2,2019,26970,Automatic,4515,Petrol,145,33.2,2.0
 A6,2016,20992,Semi-Auto,33931,Diesel,145,55.4,3.0
 A3,2016,7295,Manual,111700,Diesel,20,68.9,2.0
 Q3,2019,26500,Manual,3974,Diesel,145,42.8,2.0
 A1,2015,9999,Manual,37847,Petrol,30,55.4,1.4
 A4,2006,7995,Automatic,74000,Petrol,570,22.8,4.2
 A6,2016,19000,Manual,42633,Diesel,125,58.9,2.0
 A3,2015,22990,Semi-Auto,18682,Petrol,200,39.8,2.0
 A3,2014,11690,Manual,33000,Petrol,30,57.6,1.2
 Q3,2016,16495,Manual,38541,Petrol,145,49.6,1.4
 A5,2018,33500,Automatic,9102,Diesel,145,51.4,3.0
 TT,2016,16298,Manual,22697,Diesel,30,62.8,2.0
 Q7,2018,47995,Semi-Auto,8618,Diesel,145,32.8,3.0
 Q5,2016,20700,Automatic,33785,Diesel,200,47.1,2.0
 Q2,2017,16690,Manual,20852,Petrol,150,55.4,1.0
 Q3,2019,31996,Semi-Auto,1500,Petrol,145,31.4,2.0
 Q3,2017,19990,Semi-Auto,33201,Petrol,150,47.9,1.4
 A4,2017,20000,Semi-Auto,18756,Diesel,145,70.6,2.0
 A1,2019,21990,Semi-Auto,3424,Petrol,145,44.8,1.5
 Q2,2019,28990,Automatic,4284,Petrol,150,33.2,2.0
 Q2,2019,30990,Automatic,9400,Petrol,145,33.2,2.0
 A4,2019,22990,Semi-Auto,4023,Diesel,145,50.4,2.0
 A3,2019,18000,Automatic,12607,Diesel,145,52.3,1.6
 Q3,2017,16671,Manual,20482,Diesel,30,62.8,2.0
 A1,2016,10996,Manual,25783,Petrol,30,57.6,1.4
 A4,2005,3195,Manual,123000,Petrol,300,33.6,1.8
 A4,2016,14599,Manual,46900,Petrol,125,50.4,2.0
 A6,2016,16490,Automatic,65766,Diesel,30,61.4,2.0
 A1,2016,10795,Manual,21658,Petrol,0,67.3,1.0
 A3,2019,28950,Semi-Auto,8679,Petrol,145,34.9,2.0
 A6,2017,16500,Automatic,44250,Diesel,145,67.3,2.0
 A1,2015,10598,Manual,26300,Diesel,0,80.7,1.6
 A3,2017,14750,Manual,38650,Petrol,20,60.1,1.0
 A6,2016,15486,Automatic,32657,Diesel,125,56.5,3.0
 A5,2014,14989,Automatic,57099,Diesel,125,58.9,2.0
 A1,2019,22470,Semi-Auto,1124,Petrol,150,44.8,1.5
 A4,2017,17599,Semi-Auto,29747,Diesel,30,62.8,2.0
 Q2,2017,23990,Semi-Auto,17000,Petrol,145,51.4,1.4
 Q7,2019,51995,Semi-Auto,6000,Diesel,145,33.2,3.0
 A5,2019,25016,Automatic,14,Diesel,145,70.6,2.0
 A8,2016,21999,Automatic,26818,Diesel,200,47.9,3.0
 Q3,2016,19498,Manual,20318,Diesel,150,52.3,2.0
 Q5,2013,18990,Automatic,52822,Petrol,260,35.8,2.0
 Q2,2019,23997,Manual,3145,Diesel,145,46.3,1.6
 Q5,2019,34000,Automatic,1000,Diesel,145,38.2,2.0
 A1,2017,15990,Manual,16400,Petrol,30,56.5,1.4
 Q5,2019,31470,Semi-Auto,9683,Diesel,150,38.2,2.0
 A1,2016,13180,Manual,14722,Diesel,20,72.4,1.6
 A1,2016,12995,Manual,29283,Petrol,0,67.3,1.0
 A4,2016,12799,Manual,75494,Diesel,30,64.2,2.0
 A4,2017,16000,Manual,30233,Diesel,145,72.4,2.0
 Q3,2017,20488,Manual,25576,Diesel,145,54.3,2.0
 A6,2016,24990,Automatic,32000,Diesel,165,50.4,3.0
 A1,2017,12230,Manual,39999,Petrol,145,58.9,1.4
 A6,2013,13695,Semi-Auto,46206,Diesel,145,55.4,3.0
 A5,2019,36990,Automatic,2500,Petrol,145,38.7,2.0
 Q2,2019,19190,Manual,4878,Petrol,145,47.1,1.0
 Q5,2019,30995,Automatic,8744,Diesel,145,39.2,2.0
 A7,2013,17500,Automatic,71100,Diesel,235,44.1,3.0
 A1,2014,11400,Semi-Auto,18954,Petrol,125,53.3,1.4
 Q3,2016,16100,Manual,16666,Diesel,30,60.1,2.0
 Q2,2018,20498,Manual,10005,Petrol,145,50.4,1.4
 A5,2019,28376,Automatic,5347,Diesel,145,45.6,2.0
 A3,2019,31400,Semi-Auto,284,Petrol,150,34.9,2.0
 A3,2019,23990,Automatic,4680,Diesel,145,52.3,1.6
 TT,2020,30000,Automatic,2500,Petrol,150,40.9,2.0
 Q2,2020,23950,Manual,4750,Petrol,145,44.8,1.5
 A5,2019,24260,Semi-Auto,9026,Petrol,145,40.4,2.0
 Q5,2015,15500,Manual,66790,Diesel,205,47.9,2.0
 A4,2019,25950,Automatic,5345,Petrol,145,38.7,2.0
 A4,2017,16500,Manual,25302,Diesel,145,74.3,2.0
 A3,2019,22500,Semi-Auto,2061,Petrol,150,42.2,1.5
 Q2,2019,24500,Automatic,6379,Petrol,150,40.9,1.5
 Q3,2016,15998,Manual,18419,Petrol,125,50.4,1.4
 Q5,2019,35500,Semi-Auto,5336,Petrol,145,33.2,2.0
 Q5,2019,36995,Automatic,11565,Diesel,145,38.2,2.0
 A1,2017,11999,Manual,23221,Petrol,0,67.3,1.0
 Q3,2015,19750,Automatic,23787,Petrol,205,40.4,2.0
 TT,2015,16490,Manual,31321,Petrol,150,47.9,2.0
 A1,2015,10799,Manual,22266,Petrol,30,55.4,1.4
 Q7,2019,38480,Automatic,9000,Diesel,145,48.7,3.0
 A5,2020,38990,Semi-Auto,5000,Diesel,145,44.8,2.0
 Q3,2017,19498,Semi-Auto,29323,Diesel,150,55.4,2.0
 A1,2019,22495,Semi-Auto,9801,Petrol,150,40.9,2.0
 A3,2020,17199,Manual,609,Petrol,150,49.6,1.0
 A1,2019,22495,Semi-Auto,8750,Petrol,150,40.9,2.0
 A4,2015,15999,Manual,29102,Diesel,20,68.9,2.0
 Q2,2017,17490,Manual,26953,Petrol,145,52.3,1.4
 A3,2020,20499,Manual,3000,Diesel,145,56.5,2.0
 Q5,2019,31366,Semi-Auto,2574,Diesel,145,39.2,2.0
 Q3,2014,15880,Automatic,19000,Diesel,200,47.9,2.0
 Q3,2016,17995,Manual,17800,Diesel,30,60.1,2.0
 A6,2019,31000,Automatic,1000,Diesel,145,50.4,2.0
 TT,2019,26995,Automatic,6137,Petrol,145,40.4,2.0
 A6,2019,33490,Semi-Auto,4582,Diesel,145,39.2,3.0
 A1,2020,26450,Semi-Auto,5000,Petrol,145,44.1,1.5
 A1,2015,9499,Manual,46526,Petrol,0,67.3,1.0
 RS5,2019,55990,Automatic,7800,Petrol,145,29.7,2.9
 A6,2016,16388,Manual,45160,Diesel,30,61.4,2.0
 A1,2016,14470,Manual,18365,Petrol,30,56.5,1.4
 TT,2017,27495,Semi-Auto,11000,Petrol,145,40.9,2.0
 A1,2013,7598,Manual,81012,Diesel,20,68.9,2.0
 Q3,2019,26999,Semi-Auto,6500,Diesel,145,48.7,2.0
 S4,2020,45888,Automatic,1500,Diesel,145,39.2,3.0
 Q2,2017,21650,Semi-Auto,8865,Petrol,145,54.3,1.4
 A1,2019,20450,Semi-Auto,28,Petrol,145,44.8,1.5
 A3,2015,10750,Semi-Auto,55934,Petrol,20,60.1,1.4
 A5,2019,29985,Automatic,10,Diesel,145,51.4,2.0
 Q2,2018,17290,Manual,10855,Petrol,145,55.4,1.0
 A3,2017,13100,Manual,25965,Diesel,145,65.7,2.0
 A1,2016,13600,Manual,28595,Petrol,30,55.4,1.4
 A6,2015,10990,Manual,70000,Diesel,30,65.7,2.0
 Q2,2019,25888,Automatic,4444,Petrol,145,42.2,1.5
 A5,2019,27490,Automatic,6445,Diesel,145,48.7,2.0
 A1,2017,14495,Manual,8608,Petrol,145,67.3,1.0
 A4,2019,27695,Semi-Auto,1666,Diesel,145,47.9,2.0
 A3,2019,31950,Semi-Auto,6602,Petrol,145,34.9,2.0
 S3,2017,25850,Automatic,25000,Petrol,150,43.5,2.0
 Q3,2020,33881,Semi-Auto,4432,Petrol,145,31.4,2.0
 A1,2016,12505,Manual,19038,Petrol,0,67.3,1.0
 TT,2016,17490,Manual,19000,Petrol,145,47.1,1.8
 Q5,2015,18295,Semi-Auto,42793,Diesel,205,47.1,2.0
 A3,2019,21000,Semi-Auto,3000,Petrol,145,40.9,2.0
 Q5,2020,51000,Semi-Auto,5000,Diesel,145,34.5,3.0
 A1,2015,10850,Manual,37634,Petrol,0,67.3,1.0
 Q2,2018,17498,Manual,21941,Diesel,145,64.2,1.6
 Q7,2019,49990,Semi-Auto,28,Diesel,145,33.6,3.0
 A3,2013,14995,Semi-Auto,38776,Petrol,30,56.5,1.4
 A5,2019,25000,Automatic,100,Petrol,145,53.3,1.4
 A6,2019,29990,Semi-Auto,5397,Diesel,145,50.4,2.0
 A5,2020,30990,Automatic,10,Diesel,145,47.1,2.0
 A3,2019,30500,Semi-Auto,266,Petrol,150,34.9,2.0
 A5,2014,13095,Manual,30884,Diesel,30,60.1,2.0
 A3,2015,19990,Automatic,31000,Petrol,200,40.4,2.0
 Q5,2019,37395,Automatic,1000,Diesel,145,38.2,2.0
 A3,2019,24000,Automatic,14391,Petrol,150,44.1,1.5
 A4,2016,17990,Manual,40500,Diesel,30,67.3,2.0
 A3,2017,23990,Automatic,10081,Petrol,150,43.5,2.0
 Q3,2020,27995,Manual,50,Diesel,145,42.2,2.0
 A3,2019,33990,Semi-Auto,4290,Petrol,145,34.9,2.0
 Q7,2020,52000,Semi-Auto,1000,Diesel,145,33.2,3.0
 A4,2017,16499,Semi-Auto,14700,Petrol,30,55.4,2.0
 TT,2016,18790,Manual,20052,Petrol,160,46.3,2.0
 A8,2017,38995,Automatic,3338,Diesel,145,50.4,3.0
 A1,2016,10999,Manual,19865,Diesel,0,76.3,1.6
 A4,2017,14315,Manual,44156,Diesel,20,70.6,2.0
 Q3,2019,24970,Manual,4715,Petrol,145,40.9,1.5
 Q3,2019,31990,Automatic,4500,Petrol,145,31.4,2.0
 TT,2015,15500,Manual,40000,Petrol,160,46.3,2.0
 A6,2013,13100,Manual,32412,Diesel,125,57.6,2.0
 Q3,2016,11295,Manual,92950,Diesel,145,53.3,2.0
 Q7,2016,31782,Semi-Auto,43653,Diesel,200,47.9,3.0
 A3,2017,13350,Manual,47900,Petrol,20,60.1,1.4
 Q3,2019,25491,Manual,2714,Diesel,145,42.8,2.0
 A3,2017,13999,Manual,18830,Petrol,20,60.1,1.0
 A1,2016,14897,Manual,29999,Petrol,30,56.5,1.4
 A1,2019,23450,Automatic,3700,Petrol,145,40.9,2.0
 A5,2019,23950,Automatic,790,Petrol,145,39.8,2.0
 A1,2020,23845,Semi-Auto,5000,Petrol,145,44.8,1.0
 RS4,2019,59450,Automatic,5159,Petrol,145,29.1,2.9
 A4,2020,44000,Automatic,4500,Diesel,145,39.2,3.0
 Q3,2020,32799,Semi-Auto,3500,Petrol,145,32.5,2.0
 A1,2015,8995,Manual,50982,Petrol,0,67.3,1.0
 Q2,2019,26495,Manual,2940,Petrol,145,39.2,1.5
 Q3,2020,37495,Semi-Auto,2000,Petrol,145,39.8,1.5
 Q3,2019,28000,Manual,4000,Diesel,145,42.8,2.0
 A5,2018,27500,Manual,1000,Diesel,145,64.2,2.0
 A4,2016,12795,Automatic,120470,Diesel,30,61.4,2.0
 Q2,2019,22896,Semi-Auto,2243,Petrol,145,40.9,1.5
 Q3,2019,26875,Semi-Auto,13479,Diesel,145,48.7,2.0
 A4,2016,18500,Manual,27450,Diesel,30,62.8,2.0
 A4,2014,11644,Manual,53785,Diesel,30,62.8,2.0
 A3,2016,18962,Semi-Auto,13505,Petrol,30,56.5,1.4
 Q5,2018,32975,Semi-Auto,8082,Petrol,145,40.4,2.0
 Q7,2019,45850,Automatic,8910,Diesel,145,32.8,3.0
 Q2,2018,20450,Automatic,19529,Petrol,145,54.3,1.4
 A3,2014,11650,Manual,22014,Petrol,145,48.7,1.8
 A3,2017,17990,Automatic,42300,Petrol,30,56.5,1.4
 A3,2017,17998,Semi-Auto,31317,Diesel,125,57.6,2.0
 Q5,2015,18499,Manual,33233,Diesel,200,47.9,2.0
 A3,2018,22950,Semi-Auto,8226,Petrol,145,56.5,1.5
 A5,2019,32970,Semi-Auto,8275,Diesel,150,44.8,2.0
 A5,2019,28495,Automatic,10000,Petrol,145,39.2,2.0
 A7,2017,22999,Semi-Auto,24337,Diesel,150,55.4,3.0
 A3,2019,31900,Semi-Auto,2839,Petrol,145,34.9,2.0
 A5,2018,23500,Automatic,4021,Petrol,145,52.3,1.4
 A4,2019,24900,Automatic,4700,Diesel,145,45.6,2.0
 Q2,2019,31000,Semi-Auto,4264,Petrol,145,33.2,2.0
 Q5,2019,30000,Automatic,10021,Diesel,145,39.2,2.0
 Q3,2019,26990,Manual,1496,Diesel,145,42.8,2.0
 Q5,2015,26490,Semi-Auto,44100,Diesel,235,42.8,3.0
 A7,2017,24860,Semi-Auto,12298,Diesel,145,52.3,3.0
 Q3,2020,36790,Automatic,1330,Petrol,145,30.7,0.0
 A1,2019,21990,Semi-Auto,2742,Petrol,145,44.8,1.5
 A5,2019,25895,Semi-Auto,9391,Petrol,145,39.8,2.0
 RS6,2020,109495,Semi-Auto,1500,Petrol,150,22.1,4.0
 Q5,2014,19999,Automatic,37459,Petrol,260,35.8,2.0
 Q2,2019,24750,Semi-Auto,3659,Petrol,145,42.2,1.5
 A4,2016,15000,Automatic,37004,Diesel,20,70.6,2.0
 TT,2017,20500,Manual,22299,Petrol,150,47.1,1.8
 TT,2016,16599,Manual,28064,Petrol,145,47.1,1.8
 Q5,2016,20000,Semi-Auto,31065,Diesel,200,47.1,2.0
 Q2,2017,21985,Semi-Auto,11126,Diesel,145,57.7,2.0
 Q5,2019,33950,Semi-Auto,4980,Diesel,145,38.2,2.0
 A3,2015,12298,Semi-Auto,49393,Diesel,30,62.8,2.0
 A1,2016,12750,Manual,10380,Petrol,30,55.4,1.4
 A6,2016,15853,Manual,55258,Diesel,30,61.4,2.0
 A4,2019,24000,Manual,2411,Petrol,145,39.2,2.0
 Q3,2017,19998,Semi-Auto,30194,Diesel,145,55.4,2.0
 A3,2017,17791,Manual,19366,Petrol,145,54.3,1.5
 A5,2015,15998,Manual,48853,Diesel,145,56.5,2.0
 Q5,2015,17999,Manual,36435,Diesel,200,47.9,2.0
 Q2,2020,27490,Semi-Auto,4554,Petrol,150,42.2,1.5
 A1,2018,15690,Manual,10600,Petrol,145,55.4,1.4
 A3,2018,21490,Semi-Auto,10500,Petrol,145,56.5,1.5
 A3,2020,30990,Semi-Auto,6000,Petrol,145,41.5,1.5
 A8,2018,38572,Automatic,2249,Diesel,145,40.4,3.0
 A5,2019,27250,Semi-Auto,3000,Petrol,145,40.4,2.0
 A4,2019,26980,Automatic,7396,Diesel,145,47.1,2.0
 A4,2018,24490,Semi-Auto,23517,Diesel,145,56.5,2.0
 Q3,2017,19990,Semi-Auto,26821,Petrol,145,47.9,1.4
 A4,2019,26250,Automatic,8299,Diesel,145,50.4,2.0
 A1,2015,9399,Manual,51445,Diesel,0,80.7,1.6
 Q8,2019,52850,Automatic,6470,Diesel,145,33.6,3.0
 A5,2019,30470,Semi-Auto,701,Diesel,150,50.4,2.0
 RS3,2016,28991,Semi-Auto,28083,Petrol,300,34.9,2.5
 A1,2014,12990,Manual,13442,Petrol,125,52.3,1.4
 A6,2014,10100,Semi-Auto,64458,Diesel,30,64.2,2.0
 Q7,2017,33991,Automatic,26522,Diesel,145,47.9,3.0
 A8,2020,78990,Automatic,250,Diesel,145,39.2,3.0
 Q3,2019,28599,Automatic,3517,Diesel,145,47.1,2.0
 A6,2016,19498,Semi-Auto,38124,Diesel,30,61.4,2.0
 A3,2018,17670,Manual,19517,Petrol,145,54.3,1.5
 A6,2019,31750,Automatic,9756,Diesel,145,45.6,2.0
 A4,2020,43970,Semi-Auto,3700,Diesel,145,39.2,3.0
 A1,2019,26011,Semi-Auto,1000,Petrol,145,44.1,1.0
 A3,2019,32400,Semi-Auto,5904,Petrol,145,34.5,2.0
 Q3,2020,29990,Automatic,1500,Diesel,145,47.1,0.0
 Q3,2019,27990,Manual,6000,Petrol,145,39.8,1.5
 A4,2016,12255,Manual,42214,Petrol,125,53.3,1.4
 A6,2019,38444,Automatic,2000,Petrol,145,34.0,2.0
 A3,2019,23500,Semi-Auto,10897,Petrol,150,42.2,1.5
 Q8,2020,63888,Automatic,1500,Diesel,145,32.8,3.0
 A6,2016,20999,Automatic,29987,Diesel,125,58.9,2.0
 Q2,2019,24991,Manual,3708,Petrol,150,43.5,1.5
 A6,2014,12498,Manual,68180,Diesel,30,62.8,2.0
 Q5,2019,33490,Automatic,5000,Diesel,145,38.2,2.0
 A1,2015,11960,Manual,25026,Petrol,30,58.9,1.4
 Q2,2019,34990,Semi-Auto,853,Petrol,145,41.5,1.5
 A3,2019,30950,Semi-Auto,6207,Petrol,145,34.5,2.0
 Q2,2018,21990,Semi-Auto,20241,Petrol,145,52.3,1.4
 A6,2016,18995,Semi-Auto,39990,Diesel,30,61.4,2.0
 A1,2016,13490,Manual,32230,Petrol,30,55.4,1.4
 TT,2020,53500,Semi-Auto,4000,Petrol,145,30.7,2.5
 A8,2019,42888,Semi-Auto,1000,Diesel,145,40.4,3.0
 RS5,2019,63950,Automatic,1000,Petrol,145,29.7,2.9
 Q3,2019,36990,Semi-Auto,5000,Petrol,145,32.1,2.0
 A3,2016,7791,Manual,122000,Diesel,0,74.3,1.6
 Q7,2019,45990,Automatic,4150,Diesel,145,33.2,3.0
 SQ7,2017,47990,Automatic,42000,Diesel,300,39.2,4.0
 A5,2016,15250,Manual,28418,Diesel,145,54.3,2.0
 Q5,2019,32101,Semi-Auto,6875,Diesel,145,39.2,2.0
 Q3,2016,19000,Semi-Auto,15110,Petrol,145,47.9,1.4
 Q2,2019,23756,Semi-Auto,2493,Diesel,145,47.9,2.0
 Q5,2016,20895,Semi-Auto,30530,Diesel,200,47.1,2.0
 Q3,2017,18487,Manual,13133,Petrol,145,51.4,1.4
 Q2,2020,23000,Manual,2999,Petrol,145,45.6,1.0
 A5,2017,19990,Automatic,58727,Diesel,145,67.3,2.0
 Q5,2016,32490,Automatic,21500,Diesel,235,42.2,3.0
 RS4,2015,29995,Semi-Auto,35905,Petrol,565,26.4,4.2
 A1,2018,14750,Manual,20546,Petrol,145,55.4,1.4
 A6,2019,30000,Automatic,4500,Diesel,145,50.4,2.0
 A5,2011,9940,Manual,35000,Diesel,150,51.4,2.0
 A4,2019,24998,Semi-Auto,13009,Petrol,145,38.2,2.0
 A3,2017,17998,Manual,19349,Petrol,30,60.1,1.4
 A3,2017,13977,Semi-Auto,57000,Diesel,145,72.4,1.6
 Q5,2017,27000,Automatic,30549,Petrol,150,40.4,2.0
 TT,2017,18300,Manual,25842,Diesel,145,62.8,2.0
 A6,2019,31000,Automatic,5000,Diesel,145,47.9,2.0
 A4,2018,17400,Manual,18000,Petrol,150,52.3,1.4
 A4,2006,3888,Manual,80000,Petrol,300,33.6,2.0
 A5,2020,27890,Semi-Auto,3532,Diesel,145,51.4,2.0
 A5,2019,26400,Automatic,7221,Diesel,145,51.4,2.0
 A5,2017,21995,Semi-Auto,31201,Diesel,145,62.8,2.0
 Q2,2017,19450,Manual,17000,Petrol,145,50.4,1.4
 A3,2018,14990,Manual,14872,Petrol,145,48.7,1.0
 Q7,2018,45250,Automatic,24340,Diesel,145,47.1,3.0
 A3,2007,8488,Manual,73000,Petrol,325,31.0,2.0
 Q2,2019,28490,Automatic,6826,Petrol,145,33.2,2.0
 A4,2020,41900,Semi-Auto,4200,Diesel,145,40.9,3.0
 A1,2013,7667,Manual,60000,Petrol,30,55.4,1.2
 A4,2018,15900,Manual,13749,Petrol,145,53.3,1.4
 Q3,2020,29950,Semi-Auto,4750,Diesel,145,48.7,2.0
 A3,2017,18690,Manual,19543,Petrol,30,58.9,1.4
 A4,2019,29991,Automatic,2798,Diesel,145,44.8,2.0
 A1,2020,30950,Semi-Auto,5000,Petrol,145,44.1,1.5
 A1,2011,7495,Manual,60700,Petrol,125,53.3,1.4
 Q7,2017,29950,Semi-Auto,30985,Diesel,160,48.7,3.0
 A6,2016,18750,Semi-Auto,22398,Diesel,20,64.2,2.0
 Q5,2017,36979,Automatic,20748,Petrol,145,34.0,3.0
 A1,2016,11950,Manual,34539,Diesel,0,76.3,1.6
 RS4,2018,54950,Semi-Auto,13896,Petrol,145,32.1,2.9
 A5,2017,20000,Automatic,44783,Diesel,145,62.8,2.0
 A1,2016,11650,Manual,18900,Petrol,0,67.3,1.0
 A5,2016,19991,Manual,9141,Diesel,30,64.2,2.0
 Q3,2014,14998,Semi-Auto,33842,Diesel,200,47.9,2.0
 A1,2019,22950,Semi-Auto,6745,Petrol,145,47.1,1.0
 A8,2018,37000,Automatic,10296,Diesel,145,50.4,3.0
 Q5,2019,37985,Automatic,6024,Diesel,145,38.2,2.0
 Q2,2019,23444,Automatic,4000,Petrol,145,42.2,1.5
 A3,2017,11600,Manual,40795,Diesel,0,74.3,1.6
 TT,2015,13898,Manual,60362,Diesel,30,62.8,2.0
 A1,2015,12995,Manual,21807,Petrol,30,57.6,1.4
 Q3,2015,14998,Manual,28136,Diesel,145,56.5,2.0
 RS4,2019,56991,Semi-Auto,4761,Petrol,145,29.1,2.9
 A3,2019,20990,Manual,4000,Diesel,150,51.4,1.6
 A1,2017,15995,Manual,15187,Diesel,145,76.3,1.6
 A6,2016,16450,Semi-Auto,44887,Diesel,20,64.2,2.0
 A4,2016,10999,Manual,72419,Diesel,20,70.6,2.0
 A6,2019,29490,Semi-Auto,4982,Diesel,145,47.9,2.0
 A3,2015,11675,Manual,84778,Diesel,30,65.7,2.0
