model,year,target,transmission,mileage,fuelType,tax,mpg,engineSize
 Q5,2019,32970,Semi-Auto,7203,Diesel,150,55.4,2.0
 TT,2016,16490,Manual,14782,Petrol,150,47.1,1.8
 Q2,2019,24250,Semi-Auto,2091,Diesel,145,47.9,1.6
 A3,2017,27999,Semi-Auto,25000,Petrol,150,41.5,2.0
 A1,2020,19990,Manual,4000,Petrol,145,47.9,1.0
 TT,2017,17990,Manual,11452,Petrol,150,47.1,1.8
 Q5,2020,37000,Semi-Auto,1000,Diesel,145,38.2,2.0
 A5,2018,21990,Manual,12000,Diesel,145,68.9,2.0
 Q7,2018,45950,Semi-Auto,18000,Diesel,145,32.8,3.0
 TT,2019,37950,Semi-Auto,3098,Petrol,145,35.3,2.0
 A5,2017,17300,Automatic,37100,Diesel,145,67.3,2.0
 A3,2013,11450,Automatic,61400,Petrol,125,50.4,1.8
 A4,2015,9249,Manual,84638,Diesel,20,67.3,2.0
 A6,2017,19655,Semi-Auto,31605,Diesel,145,57.6,2.0
 A4,2015,11499,Manual,51493,Diesel,20,67.3,2.0
 A3,2019,23000,Semi-Auto,2000,Petrol,145,40.9,2.0
 A3,2015,12500,Semi-Auto,49548,Petrol,20,60.1,1.4
 A1,2016,19950,Manual,24019,Petrol,200,40.4,2.0
 RS5,2019,54500,Automatic,10000,Petrol,150,29.7,2.9
 A4,2020,44000,Semi-Auto,1000,Diesel,145,39.8,3.0
 A3,2017,18490,Manual,19948,Petrol,150,54.3,1.5
 A3,2013,11995,Manual,59451,Diesel,20,67.3,2.0
 Q3,2019,26990,Manual,10,Petrol,145,40.9,1.5
 Q2,2019,23888,Automatic,2544,Petrol,145,42.2,1.5
 Q5,2020,46450,Semi-Auto,3500,Hybrid,135,117.7,2.0
 Q5,2017,16295,Automatic,85780,Diesel,200,47.9,2.0
 A3,2014,11495,Semi-Auto,39585,Petrol,30,57.6,1.4
 Q5,2016,20995,Semi-Auto,39443,Diesel,200,47.1,2.0
 A3,2016,17495,Manual,21500,Petrol,30,58.9,1.4
 Q3,2015,15998,Semi-Auto,19300,Petrol,145,47.9,1.4
 A3,2019,17756,Semi-Auto,5432,Diesel,145,54.3,1.6
 Q3,2020,32444,Automatic,1500,Petrol,145,31.4,0.0
 Q3,2015,19970,Semi-Auto,14973,Petrol,200,40.4,2.0
 A4,2019,23970,Automatic,5015,Diesel,145,50.4,2.0
 A5,2017,23790,Semi-Auto,29668,Petrol,145,45.6,2.0
 Q7,2019,45251,Semi-Auto,17003,Diesel,150,32.8,3.0
 Q3,2020,29930,Automatic,4563,Diesel,145,48.7,2.0
 A4,2011,5995,Manual,90000,Diesel,30,61.4,2.0
 A4,2014,9990,Manual,49441,Diesel,30,62.8,2.0
 A3,2016,17000,Manual,34890,Diesel,30,62.8,2.0
 TT,2016,15400,Manual,33833,Diesel,30,62.8,2.0
 A5,2020,26500,Semi-Auto,5000,Diesel,145,47.1,2.0
 A3,2017,17100,Manual,29545,Diesel,145,65.7,2.0
 Q7,2019,43930,Automatic,12998,Diesel,150,32.8,3.0
 Q2,2019,22995,Semi-Auto,3049,Petrol,150,43.5,1.5
 A3,2017,18995,Manual,9538,Petrol,150,56.5,1.4
 Q3,2019,24970,Manual,4515,Petrol,145,40.9,1.5
 A4,2016,13695,Semi-Auto,40491,Diesel,0,72.4,2.0
 A5,2019,31490,Automatic,10,Petrol,145,39.8,2.0
 Q8,2019,49995,Semi-Auto,16385,Diesel,150,33.6,3.0
 A4,2016,17200,Manual,30092,Diesel,30,64.2,2.0
 A4,2016,13500,Manual,54000,Diesel,0,74.3,2.0
 A3,2016,14400,Manual,21732,Petrol,125,52.3,1.4
 A4,2016,12990,Manual,45000,Diesel,0,74.3,2.0
 Q3,2019,27950,Manual,2506,Petrol,145,40.9,1.5
 A4,2019,25990,Automatic,3212,Diesel,145,50.4,2.0
 A6,2018,28991,Automatic,16650,Diesel,145,50.4,2.0
 A3,2015,16750,Semi-Auto,29000,Petrol,30,58.9,1.4
 Q3,2017,19000,Manual,34467,Petrol,145,49.6,1.4
 A4,2017,19995,Semi-Auto,30300,Diesel,30,62.8,2.0
 Q3,2017,17399,Manual,22491,Petrol,125,51.4,1.4
 A5,2020,29930,Automatic,4521,Petrol,145,39.2,2.0
 A3,2019,19300,Manual,5000,Diesel,145,51.4,1.6
 Q3,2017,17997,Manual,10950,Petrol,145,51.4,1.4
 Q3,2016,16495,Manual,33266,Diesel,30,60.1,2.0
 Q3,2016,20700,Semi-Auto,10633,Petrol,145,47.9,1.4
 A5,2016,15779,Manual,57737,Diesel,125,58.9,2.0
 A4,2019,27990,Automatic,1750,Diesel,145,45.6,2.0
 A3,2015,14000,Automatic,63000,Hybrid,0,188.3,1.4
 Q5,2019,33880,Automatic,9377,Diesel,150,38.2,2.0
 RS3,2020,42490,Automatic,10,Petrol,145,30.1,2.5
 A4,2016,16131,Semi-Auto,39312,Diesel,30,67.3,2.0
 Q2,2017,19560,Manual,10160,Petrol,125,50.4,1.4
 A3,2019,22450,Semi-Auto,5454,Petrol,145,42.2,1.5
 Q3,2019,26000,Manual,3303,Diesel,145,42.8,2.0
 A6,2015,17000,Automatic,64266,Diesel,200,47.9,3.0
 A4,2016,12914,Manual,45799,Diesel,20,70.6,2.0
 Q3,2014,11495,Manual,75848,Diesel,165,49.6,2.0
 A4,2016,20698,Semi-Auto,30374,Diesel,145,56.5,2.0
 A3,2017,16450,Manual,21400,Petrol,145,60.1,1.0
 Q2,2017,16500,Manual,12632,Petrol,150,55.4,1.0
 Q2,2019,24500,Manual,3000,Diesel,145,47.9,1.6
 Q2,2019,20350,Manual,2970,Petrol,145,47.1,1.0
 A5,2019,35900,Automatic,4896,Diesel,145,50.4,2.0
 A3,2015,11490,Manual,37238,Diesel,0,74.3,1.6
 Q3,2020,30990,Semi-Auto,476,Petrol,150,40.4,1.5
 A1,2015,9898,Manual,40170,Petrol,30,57.6,1.4
 Q3,2019,30000,Semi-Auto,4195,Diesel,145,38.7,2.0
 Q8,2019,56990,Automatic,5000,Diesel,145,33.6,3.0
 TT,2017,16499,Semi-Auto,90778,Diesel,150,52.3,2.0
 A3,2017,18495,Manual,27849,Diesel,150,65.7,2.0
 TT,2018,21491,Manual,6000,Petrol,150,47.1,1.8
 Q2,2017,22750,Automatic,33297,Diesel,145,58.9,2.0
 A4,2017,18182,Manual,18574,Petrol,145,51.4,1.4
 A5,2014,13998,Semi-Auto,52132,Diesel,160,49.6,3.0
 A3,2019,23690,Semi-Auto,7594,Petrol,150,42.2,1.5
 Q2,2019,22440,Manual,7178,Petrol,145,42.2,1.0
 Q2,2019,24490,Manual,6500,Petrol,145,39.2,1.5
 A1,2012,7650,Manual,19200,Petrol,30,55.4,1.2
 A1,2016,12995,Manual,38000,Petrol,30,56.5,1.4
 Q3,2016,16390,Semi-Auto,52442,Diesel,165,50.4,2.0
 Q5,2018,32995,Semi-Auto,4000,Petrol,145,40.4,2.0
 A4,2013,9000,Manual,58024,Diesel,30,61.4,2.0
 A5,2018,24475,Semi-Auto,34733,Petrol,145,50.4,2.0
 A3,2017,22991,Semi-Auto,25624,Petrol,145,44.1,2.0
 A4,2019,25500,Automatic,500,Diesel,145,50.4,2.0
 A5,2016,18490,Manual,38856,Diesel,145,56.5,2.0
 A3,2017,18896,Manual,12222,Diesel,125,57.6,2.0
 A8,2015,19998,Semi-Auto,42565,Diesel,200,47.9,3.0
 A4,2017,19970,Semi-Auto,26882,Petrol,145,52.3,2.0
 A1,2019,18611,Manual,7694,Petrol,150,50.4,1.0
 Q5,2016,24430,Automatic,64685,Diesel,240,42.8,3.0
 Q5,2019,30750,Automatic,10566,Diesel,145,39.2,2.0
 A1,2015,11225,Automatic,37553,Petrol,30,57.6,1.4
 A5,2017,21498,Semi-Auto,19608,Diesel,145,62.8,2.0
 A6,2015,27950,Semi-Auto,42500,Petrol,325,30.1,4.0
 Q3,2015,17490,Semi-Auto,44500,Petrol,145,47.9,1.4
 TT,2016,24995,Semi-Auto,28475,Petrol,200,40.9,2.0
 A1,2019,24495,Semi-Auto,4634,Petrol,145,40.9,2.0
 Q2,2017,16999,Manual,33636,Diesel,30,61.4,1.6
 A3,2020,28000,Automatic,8000,Petrol,145,41.5,1.5
 A5,2013,10990,Semi-Auto,67000,Diesel,125,60.1,2.0
 Q3,2019,27990,Manual,6778,Diesel,145,42.8,2.0
 Q2,2019,26000,Automatic,4500,Petrol,145,42.2,1.5
 A6,2018,22000,Automatic,29477,Diesel,145,61.4,2.0
 Q7,2019,45991,Semi-Auto,28,Diesel,145,33.2,3.0
 A4,2019,28990,Automatic,1596,Petrol,145,38.7,2.0
 A5,2020,38000,Semi-Auto,1000,Diesel,145,50.4,2.0
 Q5,2013,14990,Manual,41000,Diesel,200,47.9,2.0
 A3,2015,11992,Manual,57841,Petrol,30,57.6,1.4
 Q2,2019,26998,Semi-Auto,156,Diesel,150,46.3,2.0
 A3,2016,16490,Manual,39000,Diesel,125,57.6,2.0
 A3,2013,8599,Manual,40646,Diesel,0,74.3,1.6
 Q3,2016,17798,Semi-Auto,29777,Petrol,145,47.9,1.4
 A1,2017,19991,Manual,24001,Diesel,145,76.3,1.6
 Q7,2016,29990,Semi-Auto,57000,Diesel,200,47.9,3.0
 S3,2016,22745,Semi-Auto,22445,Petrol,160,43.5,2.0
 Q7,2019,49990,Automatic,3139,Diesel,145,33.2,3.0
 A1,2019,18643,Manual,6000,Petrol,145,48.7,1.0
 A1,2016,9496,Manual,56875,Petrol,30,57.6,1.4
 Q3,2015,13998,Manual,76861,Diesel,145,52.3,2.0
 Q2,2017,17990,Manual,18000,Petrol,150,52.3,1.4
 Q2,2018,17990,Manual,21110,Petrol,150,55.4,1.0
 A3,2019,21000,Manual,3000,Diesel,145,52.3,1.6
 A3,2016,17352,Semi-Auto,41206,Diesel,125,57.6,2.0
 TT,2015,22950,Manual,35000,Diesel,20,67.3,2.0
 A3,2014,7491,Manual,107000,Diesel,20,67.3,2.0
 TT,2016,25995,Semi-Auto,27170,Petrol,200,40.9,2.0
 A3,2013,8971,Manual,65140,Diesel,20,67.3,2.0
 A4,2018,27995,Automatic,13711,Petrol,145,36.7,3.0
 Q5,2020,50000,Automatic,1246,Hybrid,140,117.7,2.0
 Q2,2019,26000,Semi-Auto,7499,Petrol,145,40.9,1.5
 TT,2016,36490,Automatic,31362,Petrol,300,34.5,2.5
 A3,2016,12990,Manual,35694,Petrol,20,60.1,1.0
 A5,2016,21490,Automatic,11998,Diesel,160,51.4,2.0
 A4,2019,43541,Semi-Auto,6339,Diesel,150,39.2,3.0
 A4,2017,19732,Semi-Auto,14578,Petrol,145,50.4,1.4
 Q5,2017,21750,Semi-Auto,83165,Diesel,150,55.4,2.0
 A4,2016,13698,Manual,29398,Petrol,145,51.4,1.4
 Q3,2020,34000,Automatic,1000,Petrol,145,31.4,2.0
 A4,2020,26000,Manual,1000,Petrol,145,39.2,2.0
 A3,2018,28995,Semi-Auto,17166,Petrol,145,43.5,2.0
 Q3,2019,32444,Semi-Auto,4000,Petrol,145,31.4,2.0
 Q5,2017,22440,Manual,31185,Diesel,200,47.9,2.0
 A4,2019,23900,Automatic,4418,Diesel,145,48.7,2.0
 A4,2016,17400,Semi-Auto,36780,Diesel,30,65.7,2.0
 RS6,2014,37000,Automatic,59894,Petrol,555,28.8,4.0
 Q3,2017,16780,Manual,22300,Petrol,125,51.4,1.4
 A1,2015,13499,Manual,33769,Petrol,30,55.4,1.4
 TT,2011,6490,Manual,100000,Diesel,145,53.3,2.0
 A5,2019,28500,Manual,1096,Petrol,145,37.2,2.0
 A3,2012,9500,Manual,63945,Diesel,20,68.9,2.0
 A4,2014,11490,Manual,52000,Diesel,30,61.4,2.0
 A1,2019,21000,Automatic,4288,Petrol,145,47.1,1.0
 A1,2015,9999,Manual,37759,Diesel,0,80.7,1.6
 A6,2019,29450,Automatic,9647,Diesel,150,50.4,2.0
 Q3,2016,19291,Manual,19122,Diesel,145,52.3,2.0
 A3,2016,15492,Manual,29706,Petrol,30,57.6,1.4
 Q2,2019,21500,Manual,1000,Diesel,145,49.6,1.6
 Q3,2014,13549,Manual,38240,Diesel,145,54.3,2.0
 A3,2019,21500,Manual,5000,Diesel,145,51.4,1.6
 A3,2019,21450,Manual,7315,Diesel,145,55.4,2.0
 A4,2019,23000,Manual,1000,Petrol,145,39.2,2.0
 A3,2018,26750,Semi-Auto,19602,Petrol,145,43.5,2.0
 Q3,2017,25352,Semi-Auto,7957,Petrol,200,40.4,2.0
 Q7,2019,46490,Automatic,7445,Diesel,145,32.8,3.0
 A4,2017,14400,Automatic,32097,Diesel,145,72.4,2.0
 A3,2018,19499,Automatic,16897,Petrol,145,56.5,1.5
 A5,2016,16498,Manual,26765,Diesel,150,54.3,2.0
 TT,2017,25750,Manual,33249,Petrol,235,38.7,2.0
 A6,2018,41500,Semi-Auto,17142,Petrol,145,29.4,4.0
 A1,2017,16222,Manual,17244,Petrol,145,56.5,1.4
 A5,2013,16999,Automatic,48437,Petrol,300,34.9,3.0
 A5,2017,22990,Semi-Auto,14589,Diesel,30,65.7,2.0
 A1,2016,15498,Manual,20417,Petrol,30,70.6,1.4
 Q2,2019,20444,Manual,4667,Diesel,145,49.6,1.6
 A1,2017,14990,Semi-Auto,15132,Petrol,150,57.6,1.4
 A1,2018,16591,Manual,9254,Petrol,150,55.4,1.4
 A3,2012,6675,Manual,55000,Diesel,30,64.2,2.0
 Q5,2019,30950,Semi-Auto,6150,Diesel,145,39.2,2.0
 A4,2020,32000,Semi-Auto,20,Diesel,145,51.4,2.0
 Q7,2020,69995,Semi-Auto,3111,Diesel,145,30.1,4.0
 Q2,2018,19500,Semi-Auto,20622,Petrol,145,54.3,1.4
 A3,2018,19490,Semi-Auto,30319,Petrol,145,56.5,1.5
 Q7,2017,49850,Automatic,29627,Diesel,145,39.2,4.0
 A4,2016,16499,Automatic,37089,Diesel,30,64.2,2.0
 Q5,2019,32970,Automatic,5015,Diesel,145,38.2,2.0
 A4,2020,32000,Automatic,3000,Petrol,145,39.2,2.0
 A5,2019,28995,Semi-Auto,3000,Petrol,145,40.4,2.0
 Q3,2014,13798,Manual,26782,Petrol,235,38.7,2.0
 A3,2016,12300,Automatic,48097,Petrol,30,58.9,1.4
 A1,2016,10330,Manual,35412,Petrol,30,57.6,1.4
 A3,2018,20799,Semi-Auto,10413,Diesel,145,62.8,2.0
 A4,2019,25995,Manual,7422,Petrol,145,39.2,2.0
 RS3,2019,43785,Semi-Auto,10,Petrol,145,30.1,2.5
 Q3,2016,15590,Manual,46113,Diesel,145,55.4,2.0
 A5,2017,29152,Semi-Auto,23824,Petrol,145,38.2,3.0
 A3,2015,12940,Automatic,58972,Petrol,30,57.6,1.4
 A1,2017,17565,Semi-Auto,8965,Petrol,30,70.6,1.4
 A5,2013,9991,Manual,62090,Diesel,30,64.2,2.0
 A1,2017,16990,Semi-Auto,44343,Petrol,145,58.9,1.4
 Q3,2014,12792,Semi-Auto,42846,Diesel,200,47.9,2.0
 RS6,2016,47490,Automatic,51600,Petrol,325,29.4,4.0
 Q5,2020,37000,Automatic,3121,Petrol,145,32.1,2.0
 Q5,2017,28990,Automatic,12659,Diesel,145,55.4,2.0
 A3,2019,23950,Semi-Auto,4876,Diesel,145,52.3,1.6
 TT,2020,36991,Semi-Auto,4433,Petrol,150,35.3,2.0
 A3,2019,24444,Semi-Auto,3140,Diesel,145,51.4,2.0
 A4,2020,32500,Semi-Auto,3999,Diesel,145,49.6,2.0
 A4,2018,23450,Semi-Auto,10767,Petrol,145,42.8,2.0
 Q3,2016,17200,Manual,27410,Diesel,145,52.3,2.0
 A4,2019,26990,Automatic,6000,Diesel,145,45.6,2.0
 A4,2018,21991,Manual,12956,Petrol,145,53.3,1.4
 A1,2013,8497,Manual,37060,Petrol,125,52.3,1.4
 Q5,2018,25990,Semi-Auto,22224,Diesel,145,56.5,2.0
 Q2,2019,23900,Manual,2728,Petrol,150,43.5,1.5
 A1,2016,12690,Manual,13742,Petrol,30,55.4,1.4
 A6,2019,27985,Semi-Auto,688,Diesel,145,47.9,2.0
 Q2,2019,22500,Semi-Auto,4781,Petrol,150,43.5,1.0
 A3,2016,16290,Automatic,39255,Diesel,20,70.6,1.6
 A5,2019,28990,Automatic,9200,Petrol,145,37.7,2.0
 Q3,2016,12000,Manual,92930,Diesel,125,56.5,2.0
 Q5,2019,49400,Semi-Auto,3797,Hybrid,135,117.7,2.0
 A1,2015,11230,Manual,37081,Petrol,30,56.5,1.4
 Q2,2018,21332,Semi-Auto,29782,Petrol,145,52.3,1.4
 A3,2016,13295,Semi-Auto,42203,Petrol,20,60.1,1.4
 Q3,2016,15998,Manual,15264,Diesel,30,61.4,2.0
 Q5,2019,31698,Semi-Auto,74,Petrol,145,33.2,2.0
 A1,2017,11400,Manual,29515,Petrol,0,67.3,1.0
 Q3,2017,19950,Manual,25670,Diesel,145,61.4,2.0
 A6,2019,29990,Automatic,3918,Diesel,145,47.9,2.0
 Q8,2019,51490,Semi-Auto,9804,Diesel,145,33.6,3.0
 Q2,2018,19690,Manual,12554,Petrol,150,53.3,1.0
 A1,2015,11750,Manual,47600,Petrol,30,55.4,1.4
 Q3,2015,15975,Manual,55000,Diesel,160,49.6,2.0
 Q5,2019,34990,Semi-Auto,8186,Petrol,145,32.1,2.0
 A3,2018,16985,Semi-Auto,23860,Petrol,145,60.1,1.0
 A3,2019,21750,Semi-Auto,15813,Petrol,145,42.2,1.5
 Q3,2017,21499,Semi-Auto,25155,Petrol,145,47.9,1.4
 Q7,2020,59990,Semi-Auto,6000,Diesel,145,33.2,3.0
 A6,2016,23400,Automatic,37998,Diesel,160,50.4,3.0
 A3,2019,26664,Automatic,4800,Diesel,145,52.3,1.6
 Q5,2016,18944,Automatic,69000,Diesel,200,47.1,2.0
 A5,2017,27500,Semi-Auto,33031,Petrol,235,37.7,3.0
 A5,2019,26995,Manual,6000,Petrol,145,47.1,2.0
 A3,2003,1490,Automatic,101000,Diesel,240,44.5,1.9
 Q2,2019,23374,Manual,1000,Diesel,145,49.6,1.6
 Q2,2019,24368,Manual,4502,Diesel,145,47.9,1.6
 A3,2016,17495,Manual,19950,Petrol,30,57.6,1.4
 Q7,2017,32995,Semi-Auto,31100,Diesel,150,47.9,3.0
 A3,2017,17995,Manual,42101,Diesel,145,68.9,1.6
 RS3,2019,41990,Automatic,4550,Petrol,150,29.7,2.5
 Q7,2019,52496,Automatic,1968,Diesel,145,33.2,3.0
 A4,2018,20000,Manual,13433,Petrol,145,48.7,1.4
 A3,2019,22991,Semi-Auto,12472,Petrol,150,42.2,1.5
 Q3,2018,25000,Semi-Auto,13746,Petrol,145,48.7,1.4
 A3,2015,10920,Manual,34500,Diesel,0,83.1,1.6
 A1,2017,13750,Manual,34309,Petrol,30,55.4,1.4
 A3,2015,12450,Manual,21429,Diesel,20,68.9,2.0
 A4,2016,14000,Manual,48860,Diesel,20,70.6,2.0
 Q3,2019,27950,Manual,3000,Diesel,145,40.9,1.5
 Q7,2019,49490,Automatic,12390,Diesel,145,33.2,3.0
 A6,2019,41850,Semi-Auto,14051,Diesel,145,36.2,3.0
 A6,2017,20495,Manual,34000,Diesel,145,61.4,2.0
 A3,2019,22000,Automatic,5025,Diesel,145,51.4,2.0
 A4,2018,18370,Manual,30963,Diesel,145,68.9,2.0
 Q5,2019,41490,Semi-Auto,21400,Petrol,145,34.0,3.0
 Q3,2020,30900,Manual,924,Diesel,145,40.9,2.0
 Q2,2019,24995,Manual,2756,Petrol,145,42.2,1.0
 A5,2020,29950,Semi-Auto,5000,Diesel,145,50.4,2.0
 A3,2016,13862,Manual,14931,Diesel,20,70.6,1.6
 Q5,2019,30998,Semi-Auto,31,Petrol,145,33.2,2.0
 Q3,2017,26062,Semi-Auto,10504,Petrol,145,40.4,2.0
 A5,2014,12495,Manual,44980,Diesel,145,55.4,2.0
 A4,2020,36950,Automatic,3200,Diesel,145,45.6,2.0
 Q5,2019,36990,Semi-Auto,5092,Petrol,145,32.1,2.0
 A1,2020,21390,Manual,1500,Petrol,145,47.9,1.0
 Q3,2016,12500,Manual,102700,Diesel,30,60.1,2.0
 TT,2019,24975,Automatic,6000,Petrol,145,40.9,2.0
 Q5,2015,20499,Manual,24380,Diesel,200,47.9,2.0
 Q5,2016,20498,Semi-Auto,33657,Diesel,200,47.1,2.0
 A3,2015,9999,Manual,46901,Diesel,20,70.6,1.6
 A4,2017,14980,Manual,30000,Petrol,145,50.4,2.0
 A6,2020,34746,Semi-Auto,2500,Diesel,150,50.4,2.0
 A1,2016,13100,Manual,13022,Petrol,30,55.4,1.4
 A5,2016,17322,Manual,52405,Diesel,160,53.3,2.0
 A4,2013,9400,Manual,39998,Diesel,30,65.7,2.0
 A1,2016,12950,Manual,25941,Petrol,30,55.4,1.4
 A3,2018,22000,Automatic,13636,Petrol,145,56.5,1.5
 Q2,2018,20490,Semi-Auto,11489,Petrol,145,52.3,1.4
 Q5,2014,19995,Manual,36970,Diesel,200,47.9,2.0
 A4,2012,7500,Manual,94366,Diesel,30,64.2,2.0
 Q7,2017,35950,Semi-Auto,22668,Diesel,145,47.9,3.0
 A4,2016,13295,Automatic,86910,Diesel,30,67.3,2.0
 A1,2019,20450,Semi-Auto,44,Petrol,145,44.8,1.5
 A6,2016,15495,Manual,56421,Diesel,30,61.4,2.0
 A3,2017,17390,Manual,7110,Petrol,30,60.1,0.0
 Q5,2016,17497,Manual,40895,Diesel,200,48.7,2.0
 A1,2016,9619,Manual,58952,Diesel,0,76.3,1.6
 A3,2019,18495,Manual,11330,Petrol,145,42.8,1.5
 A1,2020,22888,Semi-Auto,4000,Petrol,145,44.8,1.5
 A1,2018,15000,Manual,9938,Petrol,145,65.7,1.0
 A6,2017,21998,Semi-Auto,22456,Diesel,145,61.4,2.0
 A6,2018,19995,Manual,38000,Diesel,145,61.4,2.0
 A5,2018,25775,Semi-Auto,28210,Petrol,145,50.4,2.0
 RS5,2018,42000,Automatic,13121,Petrol,145,32.5,2.9
 Q5,2016,22450,Semi-Auto,27266,Diesel,200,47.1,2.0
 A1,2018,15800,Manual,10793,Petrol,145,56.5,1.4
 Q7,2014,24500,Semi-Auto,37252,Diesel,300,39.2,3.0
 Q3,2019,29850,Automatic,10292,Petrol,145,31.7,2.0
 A1,2013,9600,Semi-Auto,58573,Petrol,125,53.3,1.4
 A3,2019,20000,Manual,4986,Petrol,145,47.9,1.0
 TT,2017,22950,Automatic,18352,Petrol,150,42.8,2.0
 A6,2019,26450,Automatic,5950,Diesel,145,50.4,2.0
 A1,2016,11673,Manual,36942,Petrol,30,55.4,1.4
 A4,2016,17490,Manual,29955,Petrol,150,48.7,2.0
 Q3,2019,29990,Manual,6000,Diesel,145,40.9,2.0
 A5,2017,18999,Semi-Auto,22631,Diesel,30,67.3,2.0
 A5,2016,16987,Automatic,55639,Diesel,145,56.5,2.0
 A1,2015,11256,Manual,18970,Petrol,0,67.3,1.0
 A4,2013,8498,Manual,78268,Diesel,30,61.4,2.0
 A3,2017,15599,Automatic,25793,Diesel,125,58.9,2.0
 A3,2019,26290,Semi-Auto,3345,Diesel,145,51.4,2.0
 A5,2020,26900,Semi-Auto,5000,Petrol,145,39.8,2.0
 Q2,2019,19790,Manual,3555,Diesel,145,49.6,1.6
 Q2,2018,17931,Manual,9566,Petrol,145,52.3,1.4
 R8,2016,79900,Semi-Auto,10172,Petrol,570,24.8,5.2
 Q5,2017,26500,Semi-Auto,14500,Petrol,150,40.9,2.0
 A6,2016,17300,Automatic,24421,Diesel,30,61.4,2.0
 Q3,2015,17998,Manual,20897,Diesel,160,49.6,2.0
 A6,2019,30500,Automatic,9000,Diesel,145,47.9,2.0
 A3,2017,16900,Semi-Auto,24153,Diesel,30,62.8,2.0
 A3,2019,32182,Semi-Auto,8656,Petrol,145,34.9,2.0
 A1,2016,17000,Semi-Auto,7000,Petrol,30,70.6,1.4
 Q7,2017,37442,Semi-Auto,20801,Diesel,145,47.9,3.0
 Q7,2019,46000,Automatic,9159,Diesel,145,33.2,3.0
 TT,2017,27000,Automatic,27607,Petrol,200,40.9,0.0
 A6,2016,13498,Semi-Auto,78545,Diesel,20,67.3,2.0
 A1,2013,10379,Semi-Auto,22089,Petrol,125,53.3,1.4
 A4,2017,16800,Manual,37344,Diesel,30,62.8,2.0
 A4,2017,15498,Semi-Auto,51875,Diesel,20,70.6,2.0
 Q5,2018,28450,Semi-Auto,21000,Diesel,145,56.5,2.0
 A1,2016,11500,Manual,27319,Petrol,0,67.3,1.0
 Q3,2020,38990,Automatic,500,Diesel,145,47.1,2.0
 Q3,2019,27490,Manual,3500,Petrol,145,40.9,1.5
 A4,2018,19500,Manual,6063,Petrol,150,51.4,1.4
 A5,2018,26000,Automatic,7500,Petrol,145,50.4,2.0
 A6,2015,17500,Automatic,62748,Diesel,150,53.3,3.0
 A4,2015,14850,Manual,20434,Petrol,145,49.6,1.8
 A3,2016,11299,Manual,18469,Diesel,20,68.9,2.0
 Q7,2008,9930,Automatic,57000,Diesel,570,28.8,3.0
 A3,2019,20000,Manual,2411,Diesel,145,49.6,1.6
 Q2,2019,18896,Manual,5988,Diesel,145,49.6,1.6
 A6,2018,26125,Semi-Auto,31945,Diesel,145,54.3,2.0
 TT,2017,20275,Semi-Auto,29163,Petrol,160,43.5,2.0
 RS3,2016,29888,Semi-Auto,29920,Petrol,300,34.9,2.5
 A6,2019,31900,Semi-Auto,5313,Diesel,145,47.9,2.0
 A3,2016,13995,Semi-Auto,24465,Petrol,30,58.9,1.4
 TT,2018,22950,Manual,14755,Diesel,150,60.1,2.0
 A3,2017,17500,Manual,14500,Petrol,20,60.1,1.4
 A5,2013,12990,Manual,31864,Petrol,145,49.6,1.8
 Q8,2020,86995,Semi-Auto,4174,Diesel,145,30.7,4.0
 A4,2019,27990,Automatic,6000,Petrol,145,40.9,2.0
 Q3,2017,20500,Semi-Auto,18728,Diesel,150,50.4,2.0
 A4,2014,11700,Manual,31376,Diesel,125,58.9,2.0
 A5,2019,27985,Automatic,1010,Petrol,145,39.8,2.0
 TT,2016,16400,Automatic,71031,Petrol,200,42.8,2.0
 A3,2015,8990,Manual,42000,Diesel,20,68.9,2.0
 A1,2013,8490,Manual,56884,Petrol,125,52.3,1.4
 A3,2016,13999,Semi-Auto,28307,Diesel,20,72.4,1.6
 Q2,2017,18052,Manual,34000,Petrol,145,50.4,1.4
 A3,2020,16999,Manual,1978,Petrol,150,49.6,1.0
 S3,2014,17990,Automatic,38473,Petrol,205,40.9,2.0
 Q3,2017,19750,Manual,18937,Petrol,145,49.6,1.4
 A3,2016,18990,Automatic,29047,Diesel,125,57.6,2.0
 A3,2017,15750,Manual,23525,Petrol,20,60.1,1.4
 A5,2017,20750,Semi-Auto,41748,Diesel,145,65.7,2.0
 A5,2017,23498,Semi-Auto,11111,Diesel,145,65.7,2.0
 Q3,2018,18981,Manual,18280,Petrol,145,51.4,1.4
 A5,2016,20498,Semi-Auto,46512,Petrol,260,35.8,3.0
 A5,2017,19599,Manual,16951,Petrol,125,49.6,2.0
 A1,2019,22450,Semi-Auto,8078,Petrol,145,47.1,1.0
 A3,2016,16000,Automatic,57407,Diesel,125,57.6,2.0
 Q3,2015,17998,Manual,25719,Diesel,160,49.6,2.0
 A1,2019,20344,Manual,2853,Petrol,145,47.9,1.0
 A6,2015,18000,Automatic,78077,Diesel,150,54.3,3.0
 A1,2018,17995,Semi-Auto,15122,Petrol,150,55.4,1.4
 Q5,2019,33950,Automatic,12354,Diesel,145,38.2,2.0
 Q5,2016,17990,Automatic,51756,Diesel,200,47.1,2.0
 A4,2015,13491,Manual,54644,Diesel,30,61.4,2.0
 TT,2013,12880,Manual,29000,Petrol,195,42.2,2.0
